[2019-03-15 16:40:35,302][WARNING][Model:Try ResNet.]
[2019-03-15 16:40:38,701][INFO][epoch:0	loss:tensor(6.1530, device='cuda:0')]
[2019-03-15 16:40:40,432][INFO][epoch:1	loss:tensor(3.0532, device='cuda:0')]
[2019-03-15 16:40:42,176][INFO][epoch:2	loss:tensor(2.5316, device='cuda:0')]
[2019-03-15 16:40:43,926][INFO][epoch:3	loss:tensor(2.7747, device='cuda:0')]
[2019-03-15 16:40:45,674][INFO][epoch:4	loss:tensor(2.3563, device='cuda:0')]
[2019-03-15 16:40:47,432][INFO][epoch:5	loss:tensor(2.1703, device='cuda:0')]
[2019-03-15 16:40:49,188][INFO][epoch:6	loss:tensor(1.8361, device='cuda:0')]
[2019-03-15 16:40:50,912][INFO][epoch:7	loss:tensor(1.7088, device='cuda:0')]
[2019-03-15 16:40:52,673][INFO][epoch:8	loss:tensor(1.6886, device='cuda:0')]
[2019-03-15 16:40:54,444][INFO][epoch:9	loss:tensor(1.4875, device='cuda:0')]
[2019-03-15 16:40:56,188][INFO][epoch:10	loss:tensor(1.6630, device='cuda:0')]
