[2019-03-15 19:06:11,309][WARNING][Model:Try ResNet.]
[2019-03-15 19:06:14,992][INFO][epoch:0	loss:tensor(3.2543, device='cuda:0')]
[2019-03-15 19:06:16,787][INFO][epoch:1	loss:tensor(2.4273, device='cuda:0')]
[2019-03-15 19:06:18,611][INFO][epoch:2	loss:tensor(2.3385, device='cuda:0')]
[2019-03-15 19:06:20,397][INFO][epoch:3	loss:tensor(2.2530, device='cuda:0')]
[2019-03-15 19:06:22,168][INFO][epoch:4	loss:tensor(2.1155, device='cuda:0')]
[2019-03-15 19:06:23,938][INFO][epoch:5	loss:tensor(2.1024, device='cuda:0')]
[2019-03-15 19:06:25,730][INFO][epoch:6	loss:tensor(1.8195, device='cuda:0')]
[2019-03-15 19:06:27,536][INFO][epoch:7	loss:tensor(1.9805, device='cuda:0')]
[2019-03-15 19:06:29,324][INFO][epoch:8	loss:tensor(2.0164, device='cuda:0')]
[2019-03-15 19:06:31,120][INFO][epoch:9	loss:tensor(1.7418, device='cuda:0')]
[2019-03-15 19:06:32,920][INFO][epoch:10	loss:tensor(1.4862, device='cuda:0')]
