[2019-03-21 22:44:37,885][WARNING][Model:Try ResNet.]
[2019-03-21 22:44:44,941][INFO][epoch:0	loss:tensor(4.8322, device='cuda:0')]
[2019-03-21 22:44:46,612][INFO][epoch:1	loss:tensor(2.8441, device='cuda:0')]
[2019-03-21 22:44:48,257][INFO][epoch:2	loss:tensor(2.4978, device='cuda:0')]
[2019-03-21 22:44:49,919][INFO][epoch:3	loss:tensor(2.1114, device='cuda:0')]
[2019-03-21 22:44:51,559][INFO][epoch:4	loss:tensor(1.7141, device='cuda:0')]
[2019-03-21 22:44:53,126][INFO][epoch:5	loss:tensor(1.6147, device='cuda:0')]
[2019-03-21 22:44:54,711][INFO][epoch:6	loss:tensor(1.9724, device='cuda:0')]
[2019-03-21 22:44:56,276][INFO][epoch:7	loss:tensor(1.5331, device='cuda:0')]
[2019-03-21 22:44:57,851][INFO][epoch:8	loss:tensor(1.4045, device='cuda:0')]
[2019-03-21 22:44:59,418][INFO][epoch:9	loss:tensor(1.3511, device='cuda:0')]
[2019-03-21 22:45:00,985][INFO][epoch:10	loss:tensor(1.3642, device='cuda:0')]
