[2019-03-15 16:38:35,266][WARNING][Model:Try ResNet.]
[2019-03-15 16:38:38,688][INFO][epoch:0	loss:tensor(5.7127, device='cuda:0')]
[2019-03-15 16:38:40,452][INFO][epoch:1	loss:tensor(2.7234, device='cuda:0')]
[2019-03-15 16:38:42,243][INFO][epoch:2	loss:tensor(2.7273, device='cuda:0')]
[2019-03-15 16:38:43,973][INFO][epoch:3	loss:tensor(2.0100, device='cuda:0')]
[2019-03-15 16:38:45,765][INFO][epoch:4	loss:tensor(1.8970, device='cuda:0')]
[2019-03-15 16:38:47,532][INFO][epoch:5	loss:tensor(1.6455, device='cuda:0')]
[2019-03-15 16:38:49,264][INFO][epoch:6	loss:tensor(1.5834, device='cuda:0')]
[2019-03-15 16:38:51,064][INFO][epoch:7	loss:tensor(1.4929, device='cuda:0')]
[2019-03-15 16:38:52,818][INFO][epoch:8	loss:tensor(1.4129, device='cuda:0')]
[2019-03-15 16:38:54,599][INFO][epoch:9	loss:tensor(1.4175, device='cuda:0')]
[2019-03-15 16:38:56,350][INFO][epoch:10	loss:tensor(1.3352, device='cuda:0')]
