[2019-03-15 19:03:20,095][WARNING][Model:Try ResNet.]
[2019-03-15 19:03:23,630][INFO][epoch:0	loss:tensor(2.8003, device='cuda:0')]
[2019-03-15 19:03:25,378][INFO][epoch:1	loss:tensor(2.4632, device='cuda:0')]
[2019-03-15 19:03:27,159][INFO][epoch:2	loss:tensor(2.3686, device='cuda:0')]
[2019-03-15 19:03:28,922][INFO][epoch:3	loss:tensor(2.3385, device='cuda:0')]
[2019-03-15 19:03:30,682][INFO][epoch:4	loss:tensor(16.0761, device='cuda:0')]
[2019-03-15 19:03:32,455][INFO][epoch:5	loss:tensor(2.3559, device='cuda:0')]
[2019-03-15 19:03:34,265][INFO][epoch:6	loss:tensor(2.3113, device='cuda:0')]
[2019-03-15 19:03:36,027][INFO][epoch:7	loss:tensor(2.3392, device='cuda:0')]
[2019-03-15 19:03:37,820][INFO][epoch:8	loss:tensor(2.3301, device='cuda:0')]
[2019-03-15 19:03:39,594][INFO][epoch:9	loss:tensor(2.2979, device='cuda:0')]
[2019-03-15 19:03:41,379][INFO][epoch:10	loss:tensor(2.2210, device='cuda:0')]
